Date,Time,Elapsed Seconds,Particulate Matter-PM10 (ug/m&#179;),Particulate Matter-PM2.5 (ug/m&#179;),Particulate Matter-PM1.0 (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Carbon Dioxide-CO&#x2082; (ppm),Carbon Dioxide-Avg. (ppm),Ozone-Avg. (ppb),Ozone-O&#x2083; (ppb),Air Quality Index-AQI ,Air Quality Index-Avg. ,Pressure Barometric-Pressure (mBar),Internal Temperature-Internal Temperature (&#x2103;),Humidity-Humidity (%RH),Light Intensity-Light (lux)
3/4/2026,7:51:22 PM,14.00,42,34,20,36.5,32.6,20,906,925.4,0.3,0.3,97.1,94.1,974.29,18.8,49.9,0
3/4/2026,7:51:23 PM,15.00,41,33,20,36.8,32.6,20,912,924.6,0.3,0.3,95,94.2,974.28,18.8,49.9,0
3/4/2026,7:51:24 PM,16.00,43,35,21,37.2,32.8,20.1,908,923.6,0.3,0.3,99.2,94.5,974.3,18.8,49.9,0
3/4/2026,7:51:25 PM,17.00,43,35,21,37.5,32.9,20.1,903,922.4,0.3,0.3,99.2,94.7,974.29,18.8,49.9,0
3/4/2026,7:51:26 PM,18.00,42,35,20,37.7,33,20.1,902,921.4,0.3,0.3,99.2,95,974.29,18.8,49.9,0
3/4/2026,7:51:27 PM,19.00,42,35,20,38,33.1,20.1,901,920.4,0.3,0.3,99.2,95.2,974.31,18.8,49.9,0
3/4/2026,7:51:28 PM,20.00,42,35,20,38.1,33.2,20.1,898,919.3,0.3,0.3,99.2,95.4,974.29,18.8,49.9,0
3/4/2026,7:51:29 PM,21.00,41,34,20,38.3,33.2,20.1,896,918.2,0.3,0.3,97.1,95.4,974.23,18.8,49.9,0
3/4/2026,7:51:30 PM,22.00,41,34,20,38.4,33.3,20.1,891,917,0.3,0.3,97.1,95.5,974.25,18.8,49.9,0
3/4/2026,7:51:31 PM,23.00,40,33,20,38.5,33.3,20.1,895,916.1,0.3,0.3,95,95.5,974.24,18.8,49.9,0
3/4/2026,7:51:32 PM,24.00,40,33,20,38.5,33.2,20.1,903,915.6,0.3,0.3,95,95.5,974.26,18.8,49.9,0
3/4/2026,7:51:33 PM,25.00,40,33,20,38.6,33.2,20.1,908,915.3,0.3,0.3,95,95.5,974.26,18.8,49.9,0
3/4/2026,7:51:34 PM,26.00,40,32,20,38.6,33.2,20.1,913,915.2,0.3,0.3,92.8,95.4,974.26,18.8,49.9,0
3/4/2026,7:51:35 PM,27.00,40,32,20,38.7,33.1,20.1,914,915.2,0.3,0.3,92.8,95.3,974.25,18.8,49.9,0
3/4/2026,7:51:36 PM,28.00,38,32,20,38.7,33.1,20.1,919,915.3,0.3,0.3,92.8,95.2,974.23,18.8,49.9,0
3/4/2026,7:51:37 PM,29.00,38,32,20,38.6,33.1,20.1,923,915.6,0.3,0.3,92.8,95.1,974.25,18.8,49.9,0
3/4/2026,7:51:38 PM,30.00,38,32,20,38.6,33,20.1,932,916.1,0.3,0.3,92.8,95,974.25,18.8,49.9,0
3/4/2026,7:51:39 PM,31.00,35,31,20,38.5,33,20.1,937,916.8,0.3,0.3,90.7,94.9,974.26,18.8,49.9,0
3/4/2026,7:51:40 PM,32.00,35,31,20,38.4,32.9,20.1,946,917.6,0.3,0.3,90.7,94.8,974.27,18.8,49.9,0
3/4/2026,7:51:41 PM,33.00,35,32,20,38.3,32.9,20.1,948,918.5,0.3,0.3,92.8,94.7,974.28,18.8,49.9,0
3/4/2026,7:51:42 PM,34.00,37,32,20,38.3,32.9,20.1,947,919.3,0.3,0.3,92.8,94.7,974.27,18.8,49.9,0
3/4/2026,7:51:43 PM,35.00,37,32,21,38.2,32.8,20.1,940,919.9,0.3,0.3,92.8,94.6,974.24,18.7,49.9,0
3/4/2026,7:51:44 PM,36.00,35,31,20,38.1,32.8,20.1,938,920.4,0.3,0.3,90.7,94.5,974.26,18.7,49.9,0
3/4/2026,7:51:45 PM,37.00,34,31,20,38,32.7,20.1,937,920.8,0.3,0.3,90.7,94.4,974.27,18.7,49.9,0
3/4/2026,7:51:46 PM,38.00,35,32,20,37.9,32.7,20.1,937,921.3,0.3,0.2,92.8,94.4,974.27,18.7,49.9,0
3/4/2026,7:51:47 PM,39.00,38,33,20,38,32.7,20.1,937,921.7,0.3,0.2,95,94.4,974.27,18.7,49.9,0
3/4/2026,7:51:48 PM,40.00,39,34,20,38,32.8,20.1,940,922.1,0.3,0.3,97.1,94.4,974.27,18.7,49.9,0
3/4/2026,7:51:49 PM,41.00,38,33,20,38,32.8,20.1,935,922.4,0.3,0.3,95,94.5,974.28,18.7,49.9,0
3/4/2026,7:51:50 PM,42.00,38,33,19,38,32.8,20,926,922.5,0.3,0.3,95,94.5,974.26,18.7,49.9,0
3/4/2026,7:51:51 PM,43.00,37,32,20,38,32.8,20,923,922.5,0.3,0.3,92.8,94.4,974.26,18.7,49.9,0
3/4/2026,7:51:52 PM,44.00,37,32,19,37.9,32.7,20,916,922.4,0.3,0.3,92.8,94.4,974.27,18.7,49.9,0
3/4/2026,7:51:53 PM,45.00,37,32,19,37.9,32.7,20,911,922.1,0.3,0.3,92.8,94.4,974.25,18.7,49.9,0
3/4/2026,7:51:54 PM,46.00,36,32,19,37.9,32.7,20,904,921.7,0.3,0.3,92.8,94.3,974.31,18.7,49.9,0
3/4/2026,7:51:55 PM,47.00,36,32,19,37.8,32.7,20,902,921.3,0.3,0.2,92.8,94.3,974.27,18.7,49.9,0
3/4/2026,7:51:56 PM,48.00,36,32,19,37.8,32.7,19.9,896,920.8,0.3,0.3,92.8,94.3,974.32,18.7,49.9,0
3/4/2026,7:51:57 PM,49.00,35,32,19,37.7,32.7,19.9,897,920.3,0.3,0.3,92.8,94.2,974.25,18.7,49.9,0
3/4/2026,7:51:58 PM,50.00,35,32,19,37.7,32.6,19.9,896,919.8,0.3,0.2,92.8,94.2,974.3,18.7,49.9,0
3/4/2026,7:51:59 PM,51.00,34,31,18,37.6,32.6,19.9,896,919.4,0.3,0.3,90.7,94.1,974.29,18.7,49.9,0
3/4/2026,7:52:00 PM,52.00,34,31,18,37.5,32.6,19.8,896,918.9,0.3,0.2,90.7,94.1,974.26,18.7,49.9,0
3/4/2026,7:52:01 PM,53.00,34,31,18,37.5,32.6,19.8,904,918.7,0.3,0.3,90.7,94,974.26,18.7,49.9,0
3/4/2026,7:52:02 PM,54.00,36,32,19,37.5,32.5,19.8,907,918.5,0.3,0.3,92.8,94,974.27,18.7,49.9,0
3/4/2026,7:52:03 PM,55.00,36,32,19,37.4,32.5,19.8,906,918.2,0.3,0.3,92.8,94,974.24,18.7,49.9,0
3/4/2026,7:52:04 PM,56.00,33,31,19,37.4,32.5,19.8,906,918,0.3,0.3,90.7,93.9,974.28,18.7,49.9,0
3/4/2026,7:52:05 PM,57.00,32,30,19,37.3,32.5,19.7,904,917.8,0.3,0.3,88.6,93.8,974.27,18.7,49.9,0
3/4/2026,7:52:06 PM,58.00,33,30,19,37.2,32.4,19.7,897,917.4,0.3,0.3,88.6,93.7,974.26,18.7,49.9,0
3/4/2026,7:52:07 PM,59.00,34,31,19,37.1,32.4,19.7,897,917.1,0.3,0.3,90.7,93.7,974.27,18.7,49.9,0
3/4/2026,7:52:08 PM,60.00,33,31,19,37.1,32.4,19.7,896,916.7,0.3,0.2,90.7,93.6,974.28,18.7,49.9,0
3/4/2026,7:52:09 PM,61.00,34,32,19,37,32.4,19.7,895,916.4,0.3,0.2,92.8,93.6,974.29,18.7,49.9,0
3/4/2026,7:52:10 PM,62.00,35,32,19,37,32.4,19.7,894,916,0.3,0.3,92.8,93.6,974.26,18.7,49.9,0
3/4/2026,7:52:11 PM,63.00,37,34,21,37,32.4,19.7,894,915.7,0.3,0.3,97.1,93.7,974.27,18.7,49.9,0
3/4/2026,7:52:12 PM,64.00,37,33,21,37,32.4,19.7,891,915.3,0.3,0.3,95,93.7,974.29,18.7,49.9,0
3/4/2026,7:52:13 PM,65.00,40,35,21,37,32.4,19.7,892,915,0.3,0.3,99.2,93.8,974.27,18.7,49.9,0
3/4/2026,7:52:14 PM,66.00,41,35,21,37.1,32.5,19.8,892,914.6,0.3,0.2,99.2,93.8,974.28,18.7,49.9,0
3/4/2026,7:52:15 PM,67.00,40,35,21,37.1,32.5,19.8,881,914.1,0.3,0.3,99.2,93.9,974.28,18.7,49.9,0
3/4/2026,7:52:16 PM,68.00,40,35,21,37.2,32.6,19.8,879,913.6,0.3,0.2,99.2,94,974.26,18.7,49.9,0
3/4/2026,7:52:17 PM,69.00,38,33,20,37.2,32.6,19.8,874,913,0.3,0.3,95,94,974.27,18.7,49.9,0
3/4/2026,7:52:18 PM,70.00,38,33,20,37.2,32.6,19.8,869,912.4,0.3,0.3,95,94,974.29,18.7,49.9,0
3/4/2026,7:52:19 PM,71.00,38,33,20,37.2,32.6,19.8,869,911.8,0.3,0.3,95,94,974.26,18.7,49.9,0
3/4/2026,7:52:20 PM,72.00,38,33,20,37.2,32.6,19.8,864,911.2,0.3,0.3,95,94.1,974.27,18.6,49.9,0
3/4/2026,7:52:21 PM,73.00,38,33,20,37.2,32.6,19.8,855,910.4,0.3,0.3,95,94.1,974.29,18.6,49.9,0
3/4/2026,7:52:22 PM,74.00,37,33,20,37.2,32.6,19.8,852,909.6,0.3,0.3,95,94.1,974.3,18.6,49.9,0
3/4/2026,7:52:23 PM,75.00,37,33,20,37.2,32.6,19.8,850,908.8,0.3,0.3,95,94.1,974.29,18.6,49.9,0
3/4/2026,7:52:24 PM,76.00,37,33,20,37.2,32.6,19.8,840,907.9,0.3,0.3,95,94.1,974.28,18.6,49.9,0
3/4/2026,7:52:25 PM,77.00,38,33,21,37.2,32.6,19.8,833,907,0.3,0.3,95,94.1,974.29,18.6,49.9,0
3/4/2026,7:52:26 PM,78.00,38,33,21,37.2,32.6,19.8,825,905.9,0.3,0.3,95,94.1,974.3,18.6,51.3,0
3/4/2026,7:52:27 PM,79.00,35,32,19,37.2,32.6,19.8,833,905,0.3,0.3,92.8,94.1,974.28,18.6,51.3,0
3/4/2026,7:52:28 PM,80.00,32,31,19,37.1,32.6,19.8,851,904.4,0.3,0.2,90.7,94.1,974.23,18.6,51.3,0
3/4/2026,7:52:29 PM,81.00,31,30,19,37.1,32.5,19.8,874,904,0.3,0.3,88.6,94,974.24,18.6,51.3,0
3/4/2026,7:52:30 PM,82.00,31,30,18,37,32.5,19.8,907,904,0.3,0.3,88.6,93.9,974.29,18.6,51.3,0
3/4/2026,7:52:31 PM,83.00,32,31,18,36.9,32.5,19.8,949,904.6,0.3,0.2,90.7,93.9,974.27,18.6,52.7,0
3/4/2026,7:52:32 PM,84.00,32,31,18,36.9,32.5,19.8,991,905.6,0.3,0.3,90.7,93.9,974.29,18.6,52.7,0
3/4/2026,7:52:33 PM,85.00,33,32,19,36.8,32.5,19.7,1031,907,0.3,0.3,92.8,93.8,974.27,18.6,52.7,0
3/4/2026,7:52:34 PM,86.00,31,30,17,36.8,32.4,19.7,1074,909,0.3,0.3,88.6,93.8,974.28,18.6,51.3,0
3/4/2026,7:52:35 PM,87.00,33,30,17,36.7,32.4,19.7,1113,911.3,0.3,0.3,88.6,93.7,974.26,18.6,51.3,0
3/4/2026,7:52:36 PM,88.00,33,30,17,36.7,32.4,19.7,1146,913.9,0.3,0.2,88.6,93.7,974.25,18.6,52.7,0
3/4/2026,7:52:37 PM,89.00,33,30,17,36.6,32.4,19.6,1178,916.9,0.3,0.3,88.6,93.6,974.33,18.6,51.3,0
3/4/2026,7:52:38 PM,90.00,31,29,16,36.6,32.3,19.6,1209,920.1,0.3,0.3,86.5,93.5,974.28,18.6,51.3,0
3/4/2026,7:52:39 PM,91.00,32,30,17,36.5,32.3,19.6,1228,923.4,0.3,0.3,88.6,93.5,974.24,18.6,51.3,0
3/4/2026,7:52:40 PM,92.00,35,32,18,36.5,32.3,19.5,1236,926.8,0.3,0.3,92.8,93.5,974.28,18.6,51.3,0
3/4/2026,7:52:41 PM,93.00,34,31,17,36.5,32.3,19.5,1238,930.1,0.3,0.3,90.7,93.4,974.29,18.6,51.3,0
3/4/2026,7:52:42 PM,94.00,34,30,18,36.5,32.3,19.5,1228,933.2,0.3,0.3,88.6,93.4,974.3,18.6,51.3,0
3/4/2026,7:52:43 PM,95.00,35,31,18,36.4,32.3,19.5,1221,936.2,0.3,0.3,90.7,93.4,974.25,18.6,51.3,0
3/4/2026,7:52:44 PM,96.00,36,31,19,36.4,32.2,19.5,1205,939,0.3,0.2,90.7,93.3,974.28,18.6,51.3,0
3/4/2026,7:52:45 PM,97.00,38,33,20,36.5,32.2,19.5,1188,941.5,0.3,0.3,95,93.4,974.27,18.6,51.3,0
3/4/2026,7:52:46 PM,98.00,37,33,20,36.5,32.3,19.5,1171,943.8,0.3,0.2,95,93.4,974.29,18.6,51.3,0
3/4/2026,7:52:47 PM,99.00,40,35,21,36.5,32.3,19.5,1150,945.9,0.3,0.3,99.2,93.4,974.28,18.6,51.3,0
3/4/2026,7:52:48 PM,100.00,41,35,21,36.5,32.3,19.5,1135,947.8,0.3,0.2,99.2,93.5,974.28,18.6,51.3,0
3/4/2026,7:52:49 PM,101.00,40,35,22,36.6,32.3,19.5,1120,949.5,0.3,0.2,99.2,93.5,974.29,18.6,51.3,0
3/4/2026,7:52:50 PM,102.00,40,35,22,36.6,32.4,19.6,1114,951.1,0.3,0.3,99.2,93.6,974.27,18.6,51.3,0
3/4/2026,7:52:51 PM,103.00,41,36,22,36.7,32.4,19.6,1101,952.5,0.3,0.3,102.2,93.7,974.27,18.6,51.3,0
3/4/2026,7:52:52 PM,104.00,41,36,22,36.7,32.4,19.6,1091,953.8,0.3,0.3,102.2,93.8,974.27,18.6,51.3,0
3/4/2026,7:52:53 PM,105.00,41,36,22,36.7,32.5,19.6,1076,955,0.3,0.2,102.2,93.8,974.29,18.6,51.3,0
3/4/2026,7:52:54 PM,106.00,43,36,22,36.8,32.5,19.7,1067,956,0.3,0.3,102.2,93.9,974.3,18.6,51.3,1.8
3/4/2026,7:52:55 PM,107.00,43,36,22,36.9,32.5,19.7,1059,957,0.3,0.3,102.2,94,974.28,18.6,51.3,1.8
3/4/2026,7:52:56 PM,108.00,43,36,23,36.9,32.6,19.7,1053,957.9,0.3,0.2,102.2,94.1,974.28,18.6,51.3,0
3/4/2026,7:52:57 PM,109.00,42,35,22,37,32.6,19.7,1048,958.7,0.3,0.2,99.2,94.1,974.31,18.6,51.3,0
3/4/2026,7:52:58 PM,110.00,42,35,22,37,32.6,19.7,1042,959.4,0.3,0.3,99.2,94.2,974.24,18.6,51.3,0
3/4/2026,7:52:59 PM,111.00,42,36,23,37,32.6,19.8,1027,960,0.3,0.3,102.2,94.2,974.3,18.6,51.3,0
3/4/2026,7:53:00 PM,112.00,42,36,23,37.1,32.7,19.8,1019,960.6,0.3,0.3,102.2,94.3,974.3,18.6,51.3,0
3/4/2026,7:53:01 PM,113.00,42,36,23,37.1,32.7,19.8,1011,961,0.3,0.3,102.2,94.4,974.3,18.5,51.3,0
3/4/2026,7:53:02 PM,114.00,42,36,23,37.2,32.7,19.9,1003,961.4,0.3,0.2,102.2,94.4,974.29,18.5,51.3,0
3/4/2026,7:53:03 PM,115.00,42,36,23,37.2,32.8,19.9,993,961.6,0.3,0.3,102.2,94.5,974.29,18.5,51.3,0
3/4/2026,7:53:04 PM,116.00,41,35,22,37.2,32.8,19.9,981,961.8,0.3,0.2,99.2,94.6,974.31,18.5,51.3,0
3/4/2026,7:53:05 PM,117.00,41,35,22,37.3,32.8,19.9,978,961.9,0.3,0.2,99.2,94.6,974.3,18.5,51.3,0
3/4/2026,7:53:06 PM,118.00,40,35,22,37.3,32.8,19.9,974,962,0.3,0.3,99.2,94.6,974.33,18.5,51.3,0
3/4/2026,7:53:07 PM,119.00,40,35,22,37.3,32.8,20,965,962.1,0.3,0.2,99.2,94.7,974.31,18.5,51.3,0
3/4/2026,7:53:08 PM,120.00,40,35,22,37.3,32.8,20,954,962,0.3,0.3,99.2,94.7,974.31,18.5,51.3,0
3/4/2026,7:53:09 PM,121.00,38,33,22,37.4,32.8,20,940,961.8,0.3,0.2,95,94.7,974.33,18.5,51.3,0
3/4/2026,7:53:10 PM,122.00,38,33,22,37.4,32.8,20,934,961.6,0.3,0.2,95,94.7,974.32,18.5,51.3,0
3/4/2026,7:53:11 PM,123.00,37,33,22,37.4,32.8,20,927,961.3,0.3,0.2,95,94.7,974.32,18.5,51.3,0
3/4/2026,7:53:12 PM,124.00,37,33,22,37.4,32.8,20,915,960.9,0.3,0.2,95,94.7,974.32,18.5,52.7,0
3/4/2026,7:53:13 PM,125.00,37,33,22,37.3,32.8,20.1,905,960.5,0.3,0.2,95,94.7,974.3,18.5,51.3,0
3/4/2026,7:53:14 PM,126.00,35,32,22,37.3,32.8,20.1,903,960,0.3,0.2,92.8,94.7,974.31,18.5,51.3,0
3/4/2026,7:53:15 PM,127.00,35,32,22,37.3,32.8,20.1,900,959.6,0.3,0.3,92.8,94.7,974.3,18.5,51.3,0
3/4/2026,7:53:16 PM,128.00,35,32,22,37.3,32.8,20.1,893,959.1,0.3,0.3,92.8,94.7,974.32,18.5,51.3,0
3/4/2026,7:53:17 PM,129.00,35,32,21,37.3,32.8,20.1,888,958.5,0.3,0.3,92.8,94.7,974.33,18.5,52.7,0
3/4/2026,7:53:18 PM,130.00,35,32,20,37.3,32.8,20.1,879,957.9,0.3,0.2,92.8,94.6,974.33,18.5,51.3,0
3/4/2026,7:53:19 PM,131.00,34,32,20,37.2,32.8,20.1,882,957.3,0.3,0.2,92.8,94.6,974.37,18.5,51.3,0
3/4/2026,7:53:20 PM,132.00,32,30,19,37.2,32.8,20.1,873,956.7,0.3,0.2,88.6,94.6,974.29,18.5,51.3,0
3/4/2026,7:53:21 PM,133.00,33,31,20,37.2,32.8,20.1,867,956,0.3,0.2,90.7,94.6,974.3,18.5,51.3,0
3/4/2026,7:53:22 PM,134.00,35,32,20,37.1,32.8,20.1,861,955.3,0.3,0.3,92.8,94.5,974.3,18.5,51.3,0
3/4/2026,7:53:23 PM,135.00,35,32,20,37.1,32.8,20.1,863,954.6,0.3,0.2,92.8,94.5,974.31,18.5,51.3,0
3/4/2026,7:53:24 PM,136.00,36,32,20,37.1,32.8,20.1,865,954,0.3,0.2,92.8,94.5,974.31,18.5,51.3,0
3/4/2026,7:53:25 PM,137.00,37,32,20,37.1,32.8,20.1,860,953.3,0.3,0.2,92.8,94.5,974.31,18.5,51.3,0
3/4/2026,7:53:26 PM,138.00,35,32,20,37.1,32.7,20.1,854,952.6,0.3,0.3,92.8,94.5,974.3,18.5,51.3,0
3/4/2026,7:53:27 PM,139.00,36,32,21,37.1,32.7,20.1,850,951.9,0.3,0.2,92.8,94.5,974.3,18.5,52.7,0
3/4/2026,7:53:28 PM,140.00,36,32,21,37.1,32.7,20.1,848,951.1,0.3,0.3,92.8,94.5,974.32,18.5,51.3,0
3/4/2026,7:53:29 PM,141.00,35,32,21,37.1,32.7,20.1,840,950.3,0.3,0.3,92.8,94.5,974.32,18.5,51.3,0
3/4/2026,7:53:30 PM,142.00,35,32,21,37.1,32.7,20.1,832,949.5,0.3,0.3,92.8,94.4,974.32,18.4,51.3,0
3/4/2026,7:53:31 PM,143.00,35,32,21,37,32.7,20.1,828,948.7,0.3,0.2,92.8,94.4,974.32,18.4,51.3,0
3/4/2026,7:53:32 PM,144.00,34,32,21,37,32.7,20.1,822,947.8,0.3,0.3,92.8,94.4,974.3,18.4,51.3,0
3/4/2026,7:53:33 PM,145.00,34,32,21,37,32.7,20.1,817,946.9,0.3,0.2,92.8,94.4,974.33,18.4,51.3,0
3/4/2026,7:53:34 PM,146.00,36,32,21,37,32.7,20.1,813,946,0.3,0.2,92.8,94.4,974.32,18.4,51.3,0
3/4/2026,7:53:35 PM,147.00,36,32,21,37,32.7,20.1,803,945,0.3,0.2,92.8,94.4,974.32,18.4,52.7,0
3/4/2026,7:53:36 PM,148.00,36,32,21,37,32.7,20.2,793,944,0.3,0.2,92.8,94.4,974.3,18.4,51.3,0
3/4/2026,7:53:37 PM,149.00,37,32,21,37,32.7,20.2,790,943,0.3,0.3,92.8,94.4,974.31,18.4,51.3,0
3/4/2026,7:53:38 PM,150.00,37,32,21,37,32.7,20.2,789,942,0.3,0.2,92.8,94.4,974.31,18.4,52.7,0
3/4/2026,7:53:39 PM,151.00,37,32,20,37,32.7,20.2,781,940.9,0.3,0.2,92.8,94.3,974.31,18.4,52.7,0
3/4/2026,7:53:40 PM,152.00,37,32,20,37,32.7,20.2,778,939.8,0.3,0.3,92.8,94.3,974.34,18.4,51.3,0
3/4/2026,7:53:41 PM,153.00,37,32,20,37,32.7,20.2,770,938.7,0.3,0.3,92.8,94.3,974.34,18.4,52.7,0
3/4/2026,7:53:42 PM,154.00,39,33,21,37,32.7,20.2,769,937.6,0.3,0.2,95,94.3,974.34,18.4,52.7,0
3/4/2026,7:53:43 PM,155.00,39,33,21,37,32.7,20.2,768,936.6,0.3,0.3,95,94.3,974.31,18.4,52.7,0
3/4/2026,7:53:44 PM,156.00,38,33,21,37,32.7,20.2,768,935.5,0.3,0.3,95,94.3,974.33,18.4,52.7,0
3/4/2026,7:53:45 PM,157.00,36,33,20,37,32.7,20.2,768,934.4,0.3,0.3,95,94.3,974.34,18.4,52.7,0
3/4/2026,7:53:46 PM,158.00,36,32,20,37,32.7,20.2,767,933.4,0.3,0.3,92.8,94.3,974.31,18.4,52.7,0
3/4/2026,7:53:47 PM,159.00,37,33,20,37,32.7,20.2,762,932.3,0.3,0.2,95,94.3,974.32,18.4,52.7,0
3/4/2026,7:53:48 PM,160.00,37,33,20,37,32.7,20.2,759,931.2,0.3,0.3,95,94.3,974.34,18.4,52.7,0
3/4/2026,7:53:49 PM,161.00,38,34,20,37,32.7,20.2,759,930.2,0.3,0.3,97.1,94.4,974.31,18.4,52.7,0
3/4/2026,7:53:50 PM,162.00,36,33,20,37,32.7,20.2,756,929.1,0.3,0.3,95,94.4,974.32,18.4,52.7,0
3/4/2026,7:53:51 PM,163.00,36,33,20,37,32.7,20.2,756,928,0.3,0.3,95,94.4,974.32,18.4,52.7,0
3/4/2026,7:53:52 PM,164.00,34,32,20,37,32.7,20.2,754,927,0.3,0.2,92.8,94.4,974.31,18.4,52.7,0
3/4/2026,7:53:53 PM,165.00,34,32,20,37,32.7,20.2,752,925.9,0.3,0.3,92.8,94.3,974.31,18.4,52.7,0
3/4/2026,7:53:54 PM,166.00,33,32,20,36.9,32.7,20.2,748,924.9,0.3,0.2,92.8,94.3,974.31,18.4,52.7,0
3/4/2026,7:53:55 PM,167.00,34,32,20,36.9,32.7,20.2,749,923.8,0.3,0.2,92.8,94.3,974.31,18.4,52.7,0
3/4/2026,7:53:56 PM,168.00,34,32,20,36.9,32.7,20.2,748,922.8,0.3,0.3,92.8,94.3,974.33,18.4,52.7,0
3/4/2026,7:53:57 PM,169.00,35,33,20,36.9,32.7,20.2,748,921.7,0.3,0.2,95,94.3,974.32,18.4,51.3,0
3/4/2026,7:53:58 PM,170.00,35,33,20,36.9,32.7,20.2,749,920.7,0.3,0.3,95,94.3,974.31,18.3,52.7,0
3/4/2026,7:53:59 PM,171.00,35,33,20,36.9,32.7,20.2,745,919.7,0.3,0.3,95,94.3,974.31,18.3,52.7,0
3/4/2026,7:54:00 PM,172.00,34,32,20,36.9,32.7,20.2,743,918.7,0.3,0.2,92.8,94.3,974.33,18.3,52.7,0
3/4/2026,7:54:01 PM,173.00,35,33,20,36.8,32.7,20.2,742,917.7,0.3,0.3,95,94.3,974.33,18.3,52.7,0
3/4/2026,7:54:02 PM,174.00,35,33,20,36.8,32.7,20.2,741,916.7,0.3,0.3,95,94.3,974.32,18.3,52.7,0
3/4/2026,7:54:03 PM,175.00,34,32,19,36.8,32.7,20.2,739,915.7,0.3,0.2,92.8,94.3,974.34,18.3,52.7,0
3/4/2026,7:54:04 PM,176.00,35,33,20,36.8,32.7,20.2,743,914.7,0.3,0.3,95,94.3,974.34,18.3,52.7,0
3/4/2026,7:54:05 PM,177.00,35,33,20,36.8,32.7,20.2,752,913.8,0.3,0.3,95,94.3,974.33,18.3,52.7,0
3/4/2026,7:54:06 PM,178.00,34,32,20,36.8,32.7,20.2,756,912.9,0.3,0.2,92.8,94.3,974.31,18.3,52.7,0
3/4/2026,7:54:07 PM,179.00,33,32,20,36.8,32.7,20.2,760,912,0.3,0.2,92.8,94.3,974.31,18.3,52.7,0
3/4/2026,7:54:08 PM,180.00,33,32,19,36.7,32.7,20.1,764,911.2,0.3,0.2,92.8,94.3,974.27,18.3,52.7,0
3/4/2026,7:54:09 PM,181.00,33,32,19,36.7,32.7,20.1,765,910.4,0.3,0.3,92.8,94.3,974.28,18.3,51.3,0
3/4/2026,7:54:10 PM,182.00,35,32,20,36.7,32.7,20.1,767,909.6,0.3,0.2,92.8,94.3,974.3,18.3,52.7,0
3/4/2026,7:54:11 PM,183.00,35,32,20,36.7,32.7,20.1,769,908.9,0.3,0.3,92.8,94.3,974.3,18.3,52.7,0
