Date,Time,Elapsed Seconds,Particulate Matter-PM10 (ug/m&#179;),Particulate Matter-PM2.5 (ug/m&#179;),Particulate Matter-PM1.0 (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Carbon Dioxide-CO&#x2082; (ppm),Carbon Dioxide-Avg. (ppm),Ozone-Avg. (ppb),Ozone-O&#x2083; (ppb),Air Quality Index-AQI ,Air Quality Index-Avg. ,Pressure Barometric-Pressure (mBar),Internal Temperature-Internal Temperature (&#x2103;),Humidity-Humidity (%RH),Light Intensity-Light (lux)
3/4/2026,8:40:39 PM,71.00,41,34,21,38.9,33.1,20.2,994,1313.9,0.2,0.2,97.1,95.4,975.31,17.9,57,0
3/4/2026,8:40:40 PM,72.00,43,35,22,38.9,33.1,20.2,984,1309.5,0.2,0.2,99.2,95.4,975.32,17.9,57,0
3/4/2026,8:40:41 PM,73.00,45,35,21,39,33.1,20.3,977,1305.2,0.2,0.2,99.2,95.5,975.24,17.9,57,0
3/4/2026,8:40:42 PM,74.00,44,35,21,39.1,33.2,20.3,963,1300.7,0.2,0.2,99.2,95.5,975.26,17.9,57,14.9
3/4/2026,8:40:43 PM,75.00,43,35,21,39.1,33.2,20.3,950,1296.2,0.2,0.2,99.2,95.6,975.28,17.9,57,0
3/4/2026,8:40:44 PM,76.00,43,35,20,39.2,33.2,20.3,941,1291.7,0.2,0.2,99.2,95.6,975.29,17.9,57,0
3/4/2026,8:40:45 PM,77.00,43,35,20,39.2,33.2,20.3,926,1287.2,0.2,0.2,99.2,95.7,975.29,17.8,57,0
3/4/2026,8:40:46 PM,78.00,42,35,20,39.3,33.2,20.3,924,1282.7,0.2,0.2,99.2,95.7,975.28,17.8,57,0
3/4/2026,8:40:47 PM,79.00,40,34,20,39.3,33.3,20.3,919,1278.2,0.2,0.2,97.1,95.7,975.3,17.8,57,14.9
3/4/2026,8:40:48 PM,80.00,43,34,21,39.3,33.3,20.3,913,1273.8,0.2,0.2,97.1,95.7,975.31,17.8,57,0
3/4/2026,8:40:49 PM,81.00,40,33,20,39.3,33.3,20.3,906,1269.5,0.2,0.2,95,95.7,975.31,17.8,57,0
3/4/2026,8:40:50 PM,82.00,40,33,20,39.3,33.3,20.3,900,1265.1,0.2,0.2,95,95.7,975.31,17.8,57,0
3/4/2026,8:40:51 PM,83.00,36,32,20,39.3,33.2,20.3,895,1260.8,0.2,0.2,92.8,95.7,975.32,17.8,57,0
3/4/2026,8:40:52 PM,84.00,36,32,20,39.3,33.2,20.3,893,1256.6,0.2,0.2,92.8,95.7,975.29,17.8,57,14.9
3/4/2026,8:40:53 PM,85.00,36,32,20,39.2,33.2,20.3,888,1252.4,0.2,0.2,92.8,95.6,975.3,17.8,57,0
3/4/2026,8:40:54 PM,86.00,37,32,20,39.2,33.2,20.2,883,1248.2,0.2,0.2,92.8,95.6,975.32,17.8,57,0
3/4/2026,8:40:55 PM,87.00,37,32,20,39.2,33.2,20.2,879,1244.1,0.2,0.2,92.8,95.6,975.31,17.8,57,0
3/4/2026,8:40:56 PM,88.00,40,33,20,39.2,33.2,20.2,869,1240,0.2,0.2,95,95.6,975.31,17.8,57,0
3/4/2026,8:40:57 PM,89.00,40,33,20,39.2,33.2,20.2,865,1235.9,0.2,0.2,95,95.5,975.33,17.8,57,14.9
3/4/2026,8:40:58 PM,90.00,40,33,20,39.2,33.2,20.2,861,1231.9,0.2,0.2,95,95.5,975.31,17.8,57,0
3/4/2026,8:40:59 PM,91.00,41,33,21,39.2,33.2,20.2,857,1227.9,0.2,0.2,95,95.5,975.32,17.8,55.6,0
3/4/2026,8:41:00 PM,92.00,41,33,21,39.2,33.2,20.3,849,1223.9,0.2,0.2,95,95.5,975.33,17.8,57,0
3/4/2026,8:41:01 PM,93.00,41,33,21,39.3,33.2,20.3,842,1220,0.2,0.2,95,95.5,975.31,17.8,55.6,0
3/4/2026,8:41:02 PM,94.00,41,33,21,39.3,33.2,20.3,836,1216,0.2,0.2,95,95.5,975.32,17.8,57,14.9
3/4/2026,8:41:03 PM,95.00,41,33,21,39.3,33.2,20.3,832,1212.1,0.2,0.2,95,95.5,975.32,17.8,55.6,0
3/4/2026,8:41:04 PM,96.00,41,34,21,39.3,33.2,20.3,829,1208.2,0.2,0.2,97.1,95.5,975.33,17.8,57,0
3/4/2026,8:41:05 PM,97.00,41,34,21,39.3,33.2,20.3,823,1204.4,0.2,0.2,97.1,95.5,975.34,17.8,57,0
3/4/2026,8:41:06 PM,98.00,42,34,22,39.4,33.2,20.3,821,1200.6,0.2,0.2,97.1,95.6,975.33,17.8,57,0
3/4/2026,8:41:07 PM,99.00,42,34,22,39.4,33.2,20.3,815,1196.8,0.2,0.2,97.1,95.6,975.34,17.8,57,14.9
3/4/2026,8:41:08 PM,100.00,42,34,22,39.4,33.2,20.3,817,1193.1,0.2,0.2,97.1,95.6,975.32,17.8,57,0
3/4/2026,8:41:09 PM,101.00,41,35,21,39.4,33.2,20.3,817,1189.5,0.2,0.2,99.2,95.6,975.31,17.8,57,0
3/4/2026,8:41:10 PM,102.00,44,36,21,39.5,33.3,20.4,816,1185.9,0.2,0.2,102.2,95.7,975.33,17.8,57,0
3/4/2026,8:41:11 PM,103.00,44,36,21,39.5,33.3,20.4,820,1182.5,0.2,0.2,102.2,95.7,975.33,17.8,57,0
3/4/2026,8:41:12 PM,104.00,43,36,22,39.5,33.3,20.4,824,1179.1,0.2,0.2,102.2,95.8,975.35,17.8,57,14.9
3/4/2026,8:41:13 PM,105.00,43,36,22,39.6,33.3,20.4,826,1175.9,0.2,0.2,102.2,95.9,975.32,17.8,57,0
3/4/2026,8:41:14 PM,106.00,44,36,21,39.6,33.4,20.4,818,1172.6,0.2,0.2,102.2,95.9,975.35,17.8,57,0
3/4/2026,8:41:15 PM,107.00,44,36,22,39.7,33.4,20.4,812,1169.3,0.2,0.2,102.2,96,975.34,17.8,57,0
3/4/2026,8:41:16 PM,108.00,44,36,22,39.7,33.4,20.4,806,1166,0.2,0.2,102.2,96,975.32,17.8,57,0
3/4/2026,8:41:17 PM,109.00,41,34,20,39.7,33.4,20.4,806,1162.8,0.2,0.2,97.1,96.1,975.33,17.8,57,14.9
3/4/2026,8:41:18 PM,110.00,43,34,21,39.7,33.4,20.4,811,1159.7,0.2,0.2,97.1,96.1,975.34,17.8,57,0
3/4/2026,8:41:19 PM,111.00,40,33,20,39.7,33.4,20.4,805,1156.6,0.2,0.2,95,96.1,975.35,17.8,57,0
3/4/2026,8:41:20 PM,112.00,42,35,21,39.8,33.4,20.4,800,1153.5,0.2,0.2,99.2,96.1,975.35,17.8,57,0
3/4/2026,8:41:21 PM,113.00,43,35,20,39.8,33.4,20.4,794,1150.4,0.2,0.2,99.2,96.1,975.34,17.8,57,0
3/4/2026,8:41:22 PM,114.00,41,35,20,39.8,33.5,20.4,788,1147.3,0.2,0.2,99.2,96.1,975.35,17.8,57,14.9
3/4/2026,8:41:23 PM,115.00,41,35,20,39.8,33.5,20.4,776,1144.1,0.2,0.2,99.2,96.2,975.37,17.8,55.6,0
3/4/2026,8:41:24 PM,116.00,39,34,20,39.8,33.5,20.4,777,1141.1,0.2,0.2,97.1,96.2,975.34,17.8,57,0
3/4/2026,8:41:25 PM,117.00,39,34,20,39.8,33.5,20.4,777,1138,0.2,0.2,97.1,96.2,975.33,17.8,55.6,0
3/4/2026,8:41:26 PM,118.00,39,34,20,39.8,33.5,20.4,781,1135.1,0.2,0.2,97.1,96.2,975.32,17.8,57,0
3/4/2026,8:41:27 PM,119.00,41,35,20,39.8,33.5,20.4,781,1132.2,0.2,0.2,99.2,96.2,975.35,17.8,55.6,14.9
3/4/2026,8:41:28 PM,120.00,41,35,20,39.8,33.5,20.4,777,1129.3,0.2,0.2,99.2,96.2,975.36,17.8,57,0
3/4/2026,8:41:29 PM,121.00,42,34,20,39.8,33.5,20.4,778,1126.4,0.2,0.2,97.1,96.2,975.35,17.7,57,0
3/4/2026,8:41:30 PM,122.00,42,34,20,39.8,33.5,20.4,776,1123.6,0.2,0.2,97.1,96.2,975.33,17.7,57,0
3/4/2026,8:41:31 PM,123.00,42,34,20,39.9,33.5,20.4,776,1120.9,0.2,0.2,97.1,96.3,975.33,17.7,57,0
3/4/2026,8:41:32 PM,124.00,42,34,20,39.9,33.5,20.4,773,1118.1,0.2,0.2,97.1,96.3,975.38,17.7,57,14.9
3/4/2026,8:41:33 PM,125.00,42,34,20,39.9,33.5,20.4,771,1115.4,0.2,0.2,97.1,96.3,975.35,17.7,57,0
3/4/2026,8:41:34 PM,126.00,42,34,21,39.9,33.5,20.4,768,1112.7,0.2,0.2,97.1,96.3,975.36,17.7,55.6,0
3/4/2026,8:41:35 PM,127.00,42,34,21,39.9,33.5,20.4,760,1110,0.2,0.2,97.1,96.3,975.36,17.7,55.6,0
3/4/2026,8:41:36 PM,128.00,42,34,21,39.9,33.5,20.4,751,1107.3,0.2,0.2,97.1,96.3,975.37,17.7,57,0
3/4/2026,8:41:37 PM,129.00,42,33,21,40,33.5,20.4,747,1104.6,0.2,0.2,95,96.3,975.38,17.7,55.6,14.9
3/4/2026,8:41:38 PM,130.00,42,33,21,40,33.5,20.4,741,1101.8,0.2,0.2,95,96.3,975.35,17.7,55.6,0
3/4/2026,8:41:39 PM,131.00,42,33,21,40,33.5,20.4,742,1099.1,0.2,0.2,95,96.3,975.34,17.7,55.6,0
3/4/2026,8:41:40 PM,132.00,42,33,21,40,33.5,20.4,739,1096.5,0.2,0.2,95,96.2,975.35,17.7,55.6,0
3/4/2026,8:41:41 PM,133.00,42,33,21,40,33.5,20.4,742,1093.9,0.2,0.2,95,96.2,975.37,17.7,55.6,0
3/4/2026,8:41:42 PM,134.00,41,32,20,40,33.5,20.4,741,1091.3,0.2,0.2,92.8,96.2,975.36,17.7,55.6,14.9
3/4/2026,8:41:43 PM,135.00,41,32,20,40,33.5,20.4,737,1088.7,0.2,0.2,92.8,96.2,975.36,17.7,55.6,0
3/4/2026,8:41:44 PM,136.00,41,32,20,40,33.5,20.4,735,1086.2,0.2,0.2,92.8,96.2,975.37,17.7,55.6,0
3/4/2026,8:41:45 PM,137.00,42,33,21,40.1,33.5,20.4,736,1083.7,0.2,0.2,95,96.2,975.38,17.7,55.6,0
3/4/2026,8:41:46 PM,138.00,42,33,20,40.1,33.5,20.4,741,1081.2,0.2,0.2,95,96.1,975.36,17.7,55.6,0
3/4/2026,8:41:47 PM,139.00,42,33,21,40.1,33.5,20.4,745,1078.9,0.2,0.2,95,96.1,975.38,17.7,57,14.9
3/4/2026,8:41:48 PM,140.00,40,33,20,40.1,33.5,20.4,745,1076.5,0.2,0.2,95,96.1,975.38,17.7,55.6,0
3/4/2026,8:41:49 PM,141.00,40,33,20,40.1,33.5,20.4,745,1074.2,0.2,0.2,95,96.1,975.42,17.7,57,0
3/4/2026,8:41:50 PM,142.00,38,31,19,40.1,33.4,20.4,742,1071.9,0.2,0.2,90.7,96.1,975.41,17.7,57,0
3/4/2026,8:41:51 PM,143.00,37,31,19,40,33.4,20.4,739,1069.7,0.2,0.2,90.7,96,975.43,17.7,55.6,0
3/4/2026,8:41:52 PM,144.00,39,32,20,40,33.4,20.4,740,1067.4,0.2,0.2,92.8,96,975.39,17.7,57,14.9
3/4/2026,8:41:53 PM,145.00,39,32,20,40,33.4,20.4,739,1065.2,0.2,0.2,92.8,96,975.35,17.7,57,0
3/4/2026,8:41:54 PM,146.00,36,31,20,40,33.4,20.4,735,1063,0.2,0.2,90.7,96,975.37,17.7,55.6,0
3/4/2026,8:41:55 PM,147.00,35,30,19,40,33.4,20.4,735,1060.8,0.2,0.2,88.6,95.9,975.37,17.7,57,0
3/4/2026,8:41:56 PM,148.00,34,30,19,39.9,33.4,20.4,732,1058.6,0.2,0.2,88.6,95.9,975.35,17.7,57,0
3/4/2026,8:41:57 PM,149.00,34,30,19,39.9,33.3,20.4,731,1056.5,0.2,0.2,88.6,95.8,975.37,17.7,57,14.9
3/4/2026,8:41:58 PM,150.00,35,30,18,39.9,33.3,20.3,734,1054.4,0.2,0.2,88.6,95.8,975.38,17.7,57,0
3/4/2026,8:41:59 PM,151.00,35,30,17,39.8,33.3,20.3,737,1052.3,0.2,0.2,88.6,95.7,975.38,17.7,57,0
3/4/2026,8:42:00 PM,152.00,37,31,18,39.8,33.3,20.3,740,1050.3,0.2,0.2,90.7,95.7,975.38,17.7,57,0
3/4/2026,8:42:01 PM,153.00,37,31,17,39.8,33.3,20.3,740,1048.3,0.2,0.2,90.7,95.7,975.35,17.7,57,0
3/4/2026,8:42:02 PM,154.00,36,31,17,39.8,33.2,20.3,743,1046.4,0.2,0.2,90.7,95.6,975.37,17.7,57,14.9
3/4/2026,8:42:03 PM,155.00,33,31,17,39.7,33.2,20.2,745,1044.4,0.2,0.2,90.7,95.6,975.38,17.7,57,0
3/4/2026,8:42:04 PM,156.00,35,31,17,39.7,33.2,20.2,748,1042.6,0.2,0.2,90.7,95.6,975.42,17.7,57,0
3/4/2026,8:42:05 PM,157.00,41,32,17,39.7,33.2,20.2,758,1040.8,0.2,0.2,92.8,95.6,975.39,17.7,57,0
3/4/2026,8:42:06 PM,158.00,41,31,17,39.7,33.2,20.2,772,1039.1,0.2,0.2,90.7,95.5,975.38,17.6,57,0
3/4/2026,8:42:07 PM,159.00,42,31,18,39.7,33.2,20.2,788,1037.6,0.2,0.2,90.7,95.5,975.4,17.7,57,14.9
3/4/2026,8:42:08 PM,160.00,41,31,18,39.7,33.2,20.2,795,1036.1,0.2,0.2,90.7,95.5,975.38,17.6,57,0
3/4/2026,8:42:09 PM,161.00,41,31,18,39.7,33.2,20.1,805,1034.7,0.2,0.2,90.7,95.4,975.37,17.6,57,0
3/4/2026,8:42:10 PM,162.00,41,31,18,39.7,33.1,20.1,816,1033.4,0.2,0.2,90.7,95.4,975.4,17.6,58.4,0
3/4/2026,8:42:11 PM,163.00,39,31,18,39.7,33.1,20.1,823,1032.1,0.2,0.2,90.7,95.4,975.36,17.6,57,0
3/4/2026,8:42:12 PM,164.00,39,31,18,39.7,33.1,20.1,838,1030.9,0.2,0.2,90.7,95.3,975.38,17.6,57,14.9
3/4/2026,8:42:13 PM,165.00,39,30,18,39.7,33.1,20.1,846,1029.8,0.2,0.2,88.6,95.3,975.38,17.6,58.4,0
3/4/2026,8:42:14 PM,166.00,39,30,18,39.7,33.1,20.1,858,1028.8,0.2,0.2,88.6,95.3,975.4,17.6,57,0
3/4/2026,8:42:15 PM,167.00,39,30,18,39.7,33.1,20.1,863,1027.8,0.2,0.2,88.6,95.2,975.41,17.6,58.4,0
3/4/2026,8:42:16 PM,168.00,39,30,19,39.7,33,20.1,874,1026.9,0.2,0.2,88.6,95.2,975.39,17.6,58.4,0
3/4/2026,8:42:17 PM,169.00,39,30,19,39.7,33,20.1,878,1026.1,0.2,0.2,88.6,95.2,975.43,17.6,58.4,14.9
3/4/2026,8:42:18 PM,170.00,39,30,19,39.7,33,20,882,1025.2,0.2,0.2,88.6,95.1,975.4,17.6,58.4,0
3/4/2026,8:42:19 PM,171.00,39,30,19,39.7,33,20,889,1024.5,0.2,0.2,88.6,95.1,975.38,17.6,58.4,0
3/4/2026,8:42:20 PM,172.00,39,30,19,39.7,33,20,898,1023.7,0.2,0.2,88.6,95,975.38,17.6,58.4,0
3/4/2026,8:42:21 PM,173.00,36,29,18,39.7,32.9,20,908,1023.1,0.2,0.2,86.5,95,975.37,17.6,58.4,0
3/4/2026,8:42:22 PM,174.00,36,29,18,39.7,32.9,20,912,1022.4,0.2,0.2,86.5,94.9,975.41,17.6,58.4,14.9
3/4/2026,8:42:23 PM,175.00,37,30,19,39.6,32.9,20,916,1021.8,0.2,0.2,88.6,94.9,975.38,17.6,58.4,0
3/4/2026,8:42:24 PM,176.00,35,29,19,39.6,32.9,20,922,1021.3,0.2,0.2,86.5,94.9,975.37,17.6,58.4,0
3/4/2026,8:42:25 PM,177.00,34,29,19,39.6,32.9,20,932,1020.8,0.2,0.2,86.5,94.8,975.39,17.6,58.4,0
3/4/2026,8:42:26 PM,178.00,33,29,19,39.6,32.8,20,943,1020.4,0.2,0.2,86.5,94.8,975.39,17.6,58.4,0
3/4/2026,8:42:27 PM,179.00,35,30,19,39.5,32.8,20,950,1020,0.2,0.2,88.6,94.7,975.37,17.6,58.4,14.9
3/4/2026,8:42:28 PM,180.00,37,31,19,39.5,32.8,20,955,1019.6,0.2,0.2,90.7,94.7,975.4,17.6,58.4,0
3/4/2026,8:42:29 PM,181.00,39,33,20,39.5,32.8,20,956,1019.3,0.2,0.2,95,94.7,975.4,17.6,58.4,0
3/4/2026,8:42:30 PM,182.00,40,33,20,39.5,32.8,20,955,1018.9,0.2,0.2,95,94.7,975.39,17.6,58.4,0
