Date,Time,Elapsed Seconds,Particulate Matter-PM10 (ug/m&#179;),Particulate Matter-PM2.5 (ug/m&#179;),Particulate Matter-PM1.0 (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Carbon Dioxide-CO&#x2082; (ppm),Carbon Dioxide-Avg. (ppm),Ozone-Avg. (ppb),Ozone-O&#x2083; (ppb),Air Quality Index-AQI ,Air Quality Index-Avg. ,Pressure Barometric-Pressure (mBar),Internal Temperature-Internal Temperature (&#x2103;),Humidity-Humidity (%RH),Light Intensity-Light (lux)
3/4/2026,8:28:20 PM,0.00,26,22,14,26,22,14,2386,2386,0.2,0.2,71.8,71.8,975.81,17.7,57,11.1
3/4/2026,8:28:21 PM,1.00,25,23,14,25.5,22.5,14,2346,2366,0.2,0.2,73.9,72.9,975.82,17.7,57,14.9
3/4/2026,8:28:22 PM,2.00,26,24,15,25.4,22.2,14.2,2299,2378.2,0.2,0.2,76,72.2,975.82,17.7,57,9.1
3/4/2026,8:28:23 PM,3.00,27,25,15,25.7,22.7,14.3,2250,2356.8,0.2,0.2,78.1,73.2,975.84,17.7,57,11.1
3/4/2026,8:28:24 PM,4.00,27,25,15,25.9,23,14.4,2186,2332.4,0.2,0.2,78.1,73.9,975.83,17.7,57,11.1
3/4/2026,8:28:25 PM,5.00,27,25,15,26,23.3,14.5,2129,2307,0.2,0.2,78.1,74.4,975.84,17.7,57,11.1
3/4/2026,8:28:26 PM,6.00,24,23,15,25.8,23.2,14.6,2066,2280.2,0.2,0.2,73.9,74.4,975.82,17.7,57,25.9
3/4/2026,8:28:27 PM,7.00,24,23,15,25.6,23.2,14.6,1997,2251.9,0.2,0.2,73.9,74.3,975.8,17.7,57,11.1
3/4/2026,8:28:28 PM,8.00,25,25,16,25.5,23.4,14.7,1932,2222.8,0.2,0.2,78.1,74.7,975.8,17.7,57,11.1
3/4/2026,8:28:29 PM,9.00,27,27,16,25.7,23.7,14.8,1871,2193.5,0.2,0.2,82.3,75.3,975.79,17.7,57,11.1
3/4/2026,8:28:30 PM,10.00,29,28,17,25.9,24,15,1806,2163.7,0.2,0.2,84.4,76,975.82,17.7,57,11.1
3/4/2026,8:28:31 PM,11.00,31,29,18,26.3,24.4,15.2,1759,2134.8,0.2,0.2,86.5,76.8,975.82,17.7,57,25.9
3/4/2026,8:28:32 PM,12.00,32,31,19,26.7,24.8,15.5,1712,2106.6,0.2,0.2,90.7,77.7,975.79,17.7,58.5,11.1
3/4/2026,8:28:33 PM,13.00,33,32,19,27.1,25.3,15.7,1669,2079.3,0.2,0.2,92.8,78.6,975.81,17.8,57,11.1
3/4/2026,8:28:34 PM,14.00,38,33,19,27.7,25.7,15.9,1630,2052.8,0.2,0.2,95,79.6,975.82,17.8,57,11.1
3/4/2026,8:28:35 PM,15.00,42,34,20,28.5,26.2,16.1,1608,2028.1,0.2,0.2,97.1,80.6,975.81,17.8,57,11.1
3/4/2026,8:28:36 PM,16.00,45,35,20,29.4,26.6,16.3,1568,2003.9,0.2,0.2,99.2,81.5,975.82,17.7,57,20.2
3/4/2026,8:28:37 PM,17.00,45,35,20,30.2,27.1,16.5,1535,1980.5,0.2,0.2,99.2,82.4,975.8,17.8,57,11.1
3/4/2026,8:28:38 PM,18.00,46,35,20,30.9,27.4,16.7,1504,1957.8,0.2,0.2,99.2,83.2,975.81,17.8,57,11.1
3/4/2026,8:28:39 PM,19.00,45,35,20,31.5,27.8,16.8,1463,1935.3,0.2,0.2,99.2,84,975.81,17.8,57,11.1
3/4/2026,8:28:40 PM,20.00,45,35,20,32.1,28.1,17,1418,1912.8,0.2,0.2,99.2,84.6,975.8,17.8,57,11.1
3/4/2026,8:28:41 PM,21.00,47,35,20,32.8,28.4,17.1,1388,1890.9,0.2,0.2,99.2,85.2,975.78,17.8,57,20.5
3/4/2026,8:28:42 PM,22.00,47,35,20,33.3,28.6,17.2,1351,1869.3,0.2,0.2,99.2,85.8,975.8,17.8,57,11.1
3/4/2026,8:28:43 PM,23.00,47,35,20,33.8,28.9,17.3,1317,1848.1,0.2,0.2,99.2,86.3,975.81,17.8,57,11.1
3/4/2026,8:28:44 PM,24.00,45,35,20,34.3,29.1,17.4,1283,1827.1,0.2,0.2,99.2,86.8,975.79,17.8,57,11.1
3/4/2026,8:28:45 PM,25.00,45,35,20,34.6,29.3,17.5,1256,1806.8,0.2,0.2,99.2,87.2,975.79,17.8,57,11.1
3/4/2026,8:28:46 PM,26.00,46,33,19,35,29.4,17.6,1229,1786.8,0.2,0.2,95,87.5,975.81,17.8,57,29.8
3/4/2026,8:28:47 PM,27.00,46,33,19,35.4,29.6,17.6,1195,1767.1,0.2,0.2,95,87.7,975.8,17.8,57,11.1
3/4/2026,8:28:48 PM,28.00,46,33,19,35.7,29.7,17.6,1168,1747.8,0.2,0.2,95,88,975.77,17.8,57,11.1
3/4/2026,8:28:49 PM,29.00,43,31,19,36,29.7,17.7,1142,1728.8,0.2,0.2,90.7,88.1,975.8,17.8,57,11.1
3/4/2026,8:28:50 PM,30.00,45,32,20,36.2,29.8,17.8,1115,1710.2,0.2,0.2,92.8,88.2,975.8,17.8,57,11.1
3/4/2026,8:28:51 PM,31.00,44,32,20,36.5,29.9,17.8,1092,1692.1,0.2,0.3,92.8,88.3,975.78,17.7,57,27.8
3/4/2026,8:28:52 PM,32.00,44,32,20,36.7,29.9,17.9,1061,1674,0.2,0.2,92.8,88.5,975.78,17.7,57,11.1
3/4/2026,8:28:53 PM,33.00,43,32,20,36.9,30,17.9,1038,1656.4,0.2,0.2,92.8,88.6,975.8,17.8,57,11.1
3/4/2026,8:28:54 PM,34.00,45,33,20,37.1,30.1,18,1020,1639.2,0.2,0.2,95,88.8,975.82,17.8,57,11.1
3/4/2026,8:28:55 PM,35.00,45,33,20,37.3,30.1,18.1,1007,1622.5,0.2,0.2,95,88.9,975.8,17.8,57,11.1
3/4/2026,8:28:56 PM,36.00,43,32,19,37.4,30.2,18.1,986,1606.2,0.2,0.2,92.8,89,975.8,17.7,57,24
3/4/2026,8:28:57 PM,37.00,43,32,19,37.6,30.2,18.1,967,1590.2,0.2,0.2,92.8,89.1,975.8,17.8,57,11.1
